yearID,teamID,G,W,L,WSWin
1871,BS1,31,20,10,
1871,CH1,28,19,9,
1871,CL1,29,10,19,
1871,FW1,19,7,12,
1871,NY2,33,16,17,
1871,PH1,28,21,7,
1871,RC1,25,4,21,
1871,TRO,29,13,15,
1871,WS3,32,15,15,
1872,BL1,58,35,19,
1872,BR1,29,3,26,
1872,BR2,37,9,28,
1872,BS1,48,39,8,
1872,CL1,22,6,16,
1872,MID,24,5,19,
1872,NY2,56,34,20,
1872,PH1,47,30,14,
1872,TRO,25,15,10,
1872,WS3,9,2,7,
1872,WS4,11,0,11,
1873,BL1,57,34,22,
1873,BL4,6,0,6,
1873,BR2,55,17,37,
1873,BS1,60,43,16,
1873,ELI,23,2,21,
1873,NY2,53,29,24,
1873,PH1,52,28,23,
1873,PH2,53,36,17,
1873,WS5,39,8,31,
1874,BL1,47,9,38,
1874,BR2,56,22,33,
1874,BS1,71,52,18,
1874,CH2,59,28,31,
1874,HR1,53,16,37,
1874,NY2,65,42,23,
1874,PH1,55,33,22,
1874,PH2,58,29,29,
1875,BR2,44,2,42,
1875,BS1,82,71,8,
1875,CH2,69,30,37,
1875,HR1,86,54,28,
1875,KEO,13,1,12,
1875,NH1,47,7,40,
1875,NY2,71,30,38,
1875,PH1,77,53,20,
1875,PH2,70,37,31,
1875,PH3,14,2,12,
1875,SL1,19,4,15,
1875,SL2,70,39,29,
1875,WS6,28,5,23,
1876,BSN,70,39,31,
1876,CHN,66,52,14,
1876,CN1,65,9,56,
1876,HAR,69,47,21,
1876,LS1,69,30,36,
1876,NY3,57,21,35,
1876,PHN,60,14,45,
1876,SL3,64,45,19,
1877,BSN,61,42,18,
1877,CHN,60,26,33,
1877,CN1,58,15,42,
1877,HAR,60,31,27,
1877,LS1,61,35,25,
1877,SL3,60,28,32,
1878,BSN,60,41,19,
1878,CHN,61,30,30,
1878,CN1,61,37,23,
1878,IN1,63,24,36,
1878,ML2,61,15,45,
1878,PRO,62,33,27,
1879,BFN,79,46,32,
1879,BSN,84,54,30,
1879,CHN,83,46,33,
1879,CL2,82,27,55,
1879,CN1,81,43,37,
1879,PRO,85,59,25,
1879,SR1,71,22,48,
1879,TRN,77,19,56,
1880,BFN,85,24,58,
1880,BSN,86,40,44,
1880,CHN,86,67,17,
1880,CL2,85,47,37,
1880,CN1,83,21,59,
1880,PRO,87,52,32,
1880,TRN,83,41,42,
1880,WOR,85,40,43,
1881,BFN,83,45,38,
1881,BSN,83,38,45,
1881,CHN,84,56,28,
1881,CL2,85,36,48,
1881,DTN,84,41,43,
1881,PRO,85,47,37,
1881,TRN,85,39,45,
1881,WOR,83,32,50,
1882,BFN,84,45,39,
1882,BL2,74,19,54,
1882,BSN,85,45,39,
1882,CHN,84,55,29,
1882,CL2,84,42,40,
1882,CN2,80,55,25,
1882,DTN,86,42,41,
1882,LS2,79,42,38,
1882,PH4,75,41,34,
1882,PRO,84,52,32,
1882,PT1,79,39,39,
1882,SL4,79,37,43,
1882,TRN,85,35,48,
1882,WOR,84,18,66,
1883,BFN,98,52,45,
1883,BL2,96,28,68,
1883,BSN,98,63,35,
1883,CHN,98,59,39,
1883,CL2,100,55,42,
1883,CL5,97,32,65,
1883,CN2,98,61,37,
1883,DTN,101,40,58,
1883,LS2,98,52,45,
1883,NY1,98,46,50,
1883,NY4,97,54,42,
1883,PH4,98,66,32,
1883,PHI,99,17,81,
1883,PRO,98,58,40,
1883,PT1,98,31,67,
1883,SL4,98,65,33,
1884,ALT,25,6,19,
1884,BFN,114,64,47,N
1884,BL2,108,63,43,N
1884,BLU,105,58,47,
1884,BR3,109,40,64,N
1884,BSN,116,73,38,N
1884,BSU,109,58,51,
1884,CHN,112,62,50,N
1884,CHU,92,41,50,
1884,CL2,113,35,77,N
1884,CL5,110,69,39,N
1884,CN2,112,68,41,N
1884,CNU,103,69,36,
1884,DTN,114,28,84,N
1884,IN2,110,29,78,N
1884,KCU,82,16,63,
1884,LS2,110,68,40,N
1884,MLU,12,8,4,
1884,NY1,116,62,50,N
1884,NY4,112,75,32,N
1884,PH4,108,61,46,N
1884,PHI,113,39,73,N
1884,PHU,67,21,46,
1884,PRO,114,84,28,Y
1884,PT1,110,30,78,N
1884,RIC,45,12,30,N
1884,SL4,110,67,40,N
1884,SLU,113,94,19,
1884,SPU,9,2,6,
1884,TL1,109,46,58,N
1884,WIL,17,2,16,
1884,WS7,63,12,51,N
1884,WSU,112,47,65,
1885,BFN,112,38,74,N
1885,BL2,110,41,68,N
1885,BR3,112,53,59,N
1885,BSN,113,46,66,N
1885,CHN,113,87,25,N
1885,CN2,112,63,49,N
1885,DTN,108,41,67,N
1885,LS2,112,53,59,N
1885,NY1,112,85,27,N
1885,NY4,108,44,64,N
1885,PH4,113,55,57,N
1885,PHI,111,56,54,N
1885,PRO,110,53,57,N
1885,PT1,111,56,55,N
1885,SL4,112,79,33,N
1885,SL5,111,36,72,N
1886,BL2,139,48,83,N
1886,BR3,141,76,61,N
1886,BSN,118,56,61,N
1886,CHN,126,90,34,N
1886,CN2,141,65,73,N
1886,DTN,126,87,36,N
1886,KCN,123,30,91,N
1886,LS2,138,66,70,N
1886,NY1,124,75,44,N
1886,NY4,137,53,82,N
1886,PH4,139,63,72,N
1886,PHI,119,71,43,N
1886,PT1,140,80,57,N
1886,SL4,139,93,46,Y
1886,SL5,126,43,79,N
1886,WS8,122,28,92,N
1887,BL2,141,77,58,N
1887,BR3,138,60,74,N
1887,BSN,127,61,60,N
1887,CHN,127,71,50,N
1887,CL3,133,39,92,N
1887,CN2,135,81,54,N
1887,DTN,127,79,45,Y
1887,IN3,127,37,89,N
1887,LS2,137,76,60,N
1887,NY1,129,68,55,N
1887,NY4,138,44,89,N
1887,PH4,137,64,69,N
1887,PHI,128,75,48,N
1887,PIT,125,55,69,N
1887,SL4,137,95,40,N
1887,WS8,126,46,76,N
1888,BL2,137,57,80,N
1888,BR3,143,88,52,N
1888,BSN,137,70,64,N
1888,CHN,135,77,58,N
1888,CL3,135,50,82,N
1888,CN2,137,80,54,N
1888,DTN,134,68,63,N
1888,IN3,136,50,85,N
1888,KC2,132,43,89,N
1888,LS2,139,48,87,N
1888,NY1,137,84,47,Y
1888,PH4,136,81,52,N
1888,PHI,131,69,61,N
1888,PIT,138,66,68,N
1888,SL4,137,92,43,N
1888,WS8,136,48,86,N
1889,BL2,139,70,65,N
1889,BR3,138,93,44,N
1889,BSN,133,83,45,N
1889,CHN,136,67,65,N
1889,CL4,136,61,72,N
1889,CL6,139,60,78,N
1889,CN2,141,76,63,N
1889,IN3,135,59,75,N
1889,KC2,139,55,82,N
1889,LS2,140,27,111,N
1889,NY1,131,83,43,Y
1889,PH4,138,75,58,N
1889,PHI,130,63,64,N
1889,PIT,134,61,71,N
1889,SL4,140,90,45,N
1889,WS8,127,41,83,N
1890,BFP,134,36,96,
1890,BL3,38,15,19,N
1890,BR4,100,26,72,N
1890,BRO,129,86,43,N
1890,BRP,133,76,56,
1890,BSN,134,76,57,N
1890,BSP,133,81,48,
1890,CHN,139,83,53,N
1890,CHP,138,75,62,
1890,CIN,134,77,55,N
1890,CL4,136,44,88,N
1890,CL6,140,79,55,N
1890,CLP,131,55,75,
1890,LS2,134,88,44,N
1890,NY1,135,63,68,N
1890,NYP,132,74,57,
1890,PH4,132,54,78,N
1890,PHI,133,78,53,N
1890,PHP,132,68,63,
1890,PIT,138,23,113,N
1890,PTP,131,60,68,
1890,RC2,133,63,63,N
1890,SL4,138,77,58,N
1890,SR2,127,55,72,N
1890,TL2,134,68,64,N
1891,BL3,139,71,64,
1891,BRO,137,61,76,
1891,BS2,139,93,42,
1891,BSN,140,87,51,
1891,CHN,137,82,53,
1891,CIN,138,56,81,
1891,CL4,141,65,74,
1891,CL6,138,61,76,
1891,CN3,102,43,57,
1891,LS2,138,54,83,
1891,ML3,36,21,15,
1891,NY1,136,71,61,
1891,PH4,142,73,66,
1891,PHI,138,68,69,
1891,PIT,137,55,80,
1891,SL4,139,85,51,
1891,WS9,139,44,91,
1892,BLN,152,46,101,
1892,BRO,158,95,59,
1892,BSN,152,102,48,
1892,CHN,146,70,76,
1892,CIN,155,82,68,
1892,CL4,152,93,56,
1892,LS3,154,63,89,
1892,NY1,152,71,80,
1892,PHI,155,87,66,
1892,PIT,152,80,73,
1892,SLN,155,56,94,
1892,WAS,153,58,93,
1893,BLN,130,60,70,
1893,BRO,130,65,63,
1893,BSN,131,86,43,
1893,CHN,128,56,71,
1893,CIN,131,65,63,
1893,CL4,129,73,55,
1893,LS3,126,50,75,
1893,NY1,136,68,64,
1893,PHI,133,72,57,
1893,PIT,131,81,48,
1893,SLN,135,57,75,
1893,WAS,130,40,89,
1894,BLN,129,89,39,
1894,BRO,135,70,61,
1894,BSN,133,83,49,
1894,CHN,136,57,75,
1894,CIN,134,55,75,
1894,CL4,130,68,61,
1894,LS3,130,36,94,
1894,NY1,139,88,44,
1894,PHI,132,71,57,
1894,PIT,133,65,65,
1894,SLN,133,56,76,
1894,WAS,132,45,87,
1895,BLN,131,87,43,
1895,BRO,133,71,60,
1895,BSN,133,71,60,
1895,CHN,133,72,58,
1895,CIN,132,66,64,
1895,CL4,132,84,46,
1895,LS3,132,35,96,
1895,NY1,132,66,65,
1895,PHI,133,78,53,
1895,PIT,134,71,61,
1895,SLN,136,39,92,
1895,WAS,133,43,85,
1896,BLN,132,90,39,
1896,BRO,133,58,73,
1896,BSN,132,74,57,
1896,CHN,132,71,57,
1896,CIN,128,77,50,
1896,CL4,135,80,48,
1896,LS3,134,38,93,
1896,NY1,133,64,67,
1896,PHI,130,62,68,
1896,PIT,131,66,63,
1896,SLN,131,40,90,
1896,WAS,133,58,73,
1897,BLN,136,90,40,
1897,BRO,136,61,71,
1897,BSN,135,93,39,
1897,CHN,138,59,73,
1897,CIN,134,76,56,
1897,CL4,130,69,62,
1897,LS3,135,52,78,
1897,NY1,137,83,48,
1897,PHI,133,55,77,
1897,PIT,134,60,71,
1897,SLN,133,29,102,
1897,WAS,133,61,71,
1898,BLN,153,96,53,
1898,BRO,149,54,91,
1898,BSN,152,102,47,
1898,CHN,152,85,65,
1898,CIN,157,92,60,
1898,CL4,156,81,68,
1898,LS3,154,70,81,
1898,NY1,156,77,73,
1898,PHI,150,78,71,
1898,PIT,152,72,76,
1898,SLN,154,39,111,
1898,WAS,155,51,101,
1899,BLN,151,86,62,
1899,BRO,148,101,47,
1899,BSN,153,95,57,
1899,CHN,152,75,73,
1899,CIN,157,83,67,
1899,CL4,154,20,134,
1899,LS3,156,75,77,
1899,NY1,152,60,90,
1899,PHI,154,94,58,
1899,PIT,155,76,73,
1899,SLN,155,84,67,
1899,WAS,155,54,98,
1900,BRO,141,82,54,
1900,BSN,142,66,72,
1900,CHN,146,65,75,
1900,CIN,144,62,77,
1900,NY1,141,60,78,
1900,PHI,141,75,63,
1900,PIT,140,79,60,
1900,SLN,141,65,75,
1901,BLA,134,68,65,
1901,BOS,138,79,57,
1901,BRO,137,79,57,
1901,BSN,140,69,69,
1901,CHA,137,83,53,
1901,CHN,140,53,86,
1901,CIN,142,52,87,
1901,CLE,138,54,82,
1901,DET,135,74,61,
1901,MLA,139,48,89,
1901,NY1,141,52,85,
1901,PHA,137,74,62,
1901,PHI,140,83,57,
1901,PIT,140,90,49,
1901,SLN,142,76,64,
1901,WS1,138,61,72,
1902,BLA,140,50,88,
1902,BOS,138,77,60,
1902,BRO,141,75,63,
1902,BSN,141,73,64,
1902,CHA,138,74,60,
1902,CHN,143,68,69,
1902,CIN,141,70,70,
1902,CLE,137,69,67,
1902,DET,137,52,83,
1902,NY1,141,48,88,
1902,PHA,137,83,53,
1902,PHI,138,56,81,
1902,PIT,141,103,36,
1902,SLA,139,78,58,
1902,SLN,140,56,78,
1902,WS1,138,61,75,
1903,BOS,141,91,47,Y
1903,BRO,139,70,66,N
1903,BSN,140,58,80,N
1903,CHA,138,60,77,N
1903,CHN,139,82,56,N
1903,CIN,141,74,65,N
1903,CLE,140,77,63,N
1903,DET,137,65,71,N
1903,NY1,142,84,55,N
1903,NYA,136,72,62,N
1903,PHA,137,75,60,N
1903,PHI,139,49,86,N
1903,PIT,141,91,49,N
1903,SLA,139,65,74,N
1903,SLN,139,43,94,N
1903,WS1,140,43,94,N
1904,BOS,157,95,59,
1904,BRO,154,56,97,
1904,BSN,155,55,98,
1904,CHA,156,89,65,
1904,CHN,156,93,60,
1904,CIN,157,88,65,
1904,CLE,154,86,65,
1904,DET,162,62,90,
1904,NY1,157,106,47,
1904,NYA,155,92,59,
1904,PHA,155,81,70,
1904,PHI,155,52,100,
1904,PIT,156,87,66,
1904,SLA,156,65,87,
1904,SLN,154,75,79,
1904,WS1,157,38,113,
1905,BOS,153,78,74,N
1905,BRO,155,48,104,N
1905,BSN,156,51,103,N
1905,CHA,158,92,60,N
1905,CHN,155,92,61,N
1905,CIN,155,79,74,N
1905,CLE,155,76,78,N
1905,DET,154,79,74,N
1905,NY1,155,105,48,Y
1905,NYA,152,71,78,N
1905,PHA,152,92,56,N
1905,PHI,155,83,69,N
1905,PIT,155,96,57,N
1905,SLA,156,54,99,N
1905,SLN,154,58,96,N
1905,WS1,154,64,87,N
1906,BOS,155,49,105,N
1906,BRO,153,66,86,N
1906,BSN,152,49,102,N
1906,CHA,154,93,58,Y
1906,CHN,154,116,36,N
1906,CIN,155,64,87,N
1906,CLE,157,89,64,N
1906,DET,151,71,78,N
1906,NY1,152,96,56,N
1906,NYA,155,90,61,N
1906,PHA,149,78,67,N
1906,PHI,154,71,82,N
1906,PIT,154,93,60,N
1906,SLA,154,76,73,N
1906,SLN,154,52,98,N
1906,WS1,151,55,95,N
1907,BOS,155,59,90,N
1907,BRO,153,65,83,N
1907,BSN,152,58,90,N
1907,CHA,157,87,64,N
1907,CHN,155,107,45,Y
1907,CIN,156,66,87,N
1907,CLE,158,85,67,N
1907,DET,153,92,58,N
1907,NY1,155,82,71,N
1907,NYA,152,70,78,N
1907,PHA,150,88,57,N
1907,PHI,149,83,64,N
1907,PIT,157,91,63,N
1907,SLA,155,69,83,N
1907,SLN,155,52,101,N
1907,WS1,154,49,102,N
1908,BOS,155,75,79,N
1908,BRO,154,53,101,N
1908,BSN,156,63,91,N
1908,CHA,156,88,64,N
1908,CHN,158,99,55,Y
1908,CIN,155,73,81,N
1908,CLE,157,90,64,N
1908,DET,154,90,63,N
1908,NY1,157,98,56,N
1908,NYA,155,51,103,N
1908,PHA,157,68,85,N
1908,PHI,155,83,71,N
1908,PIT,155,98,56,N
1908,SLA,155,83,69,N
1908,SLN,154,49,105,N
1908,WS1,155,67,85,N
1909,BOS,152,88,63,N
1909,BRO,155,55,98,N
1909,BSN,155,45,108,N
1909,CHA,159,78,74,N
1909,CHN,155,104,49,N
1909,CIN,157,77,76,N
1909,CLE,155,71,82,N
1909,DET,158,98,54,N
1909,NY1,158,92,61,N
1909,NYA,153,74,77,N
1909,PHA,153,95,58,N
1909,PHI,154,74,79,N
1909,PIT,154,110,42,Y
1909,SLA,154,61,89,N
1909,SLN,154,54,98,N
1909,WS1,156,42,110,N
1910,BOS,158,81,72,N
1910,BRO,156,64,90,N
1910,BSN,157,53,100,N
1910,CHA,156,68,85,N
1910,CHN,154,104,50,N
1910,CIN,156,75,79,N
1910,CLE,161,71,81,N
1910,DET,155,86,68,N
1910,NY1,155,91,63,N
1910,NYA,156,88,63,N
1910,PHA,155,102,48,Y
1910,PHI,157,78,75,N
1910,PIT,154,86,67,N
1910,SLA,158,47,107,N
1910,SLN,153,63,90,N
1910,WS1,157,66,85,N
1911,BOS,153,78,75,N
1911,BRO,154,64,86,N
1911,BSN,156,44,107,N
1911,CHA,154,77,74,N
1911,CHN,157,92,62,N
1911,CIN,159,70,83,N
1911,CLE,156,80,73,N
1911,DET,154,89,65,N
1911,NY1,154,99,54,N
1911,NYA,153,76,76,N
1911,PHA,152,101,50,Y
1911,PHI,153,79,73,N
1911,PIT,155,85,69,N
1911,SLA,152,45,107,N
1911,SLN,158,75,74,N
1911,WS1,154,64,90,N
1912,BOS,154,105,47,Y
1912,BRO,153,58,95,N
1912,BSN,155,52,101,N
1912,CHA,158,78,76,N
1912,CHN,152,91,59,N
1912,CIN,155,75,78,N
1912,CLE,155,75,78,N
1912,DET,154,69,84,N
1912,NY1,154,103,48,N
1912,NYA,153,50,102,N
1912,PHA,153,90,62,N
1912,PHI,152,73,79,N
1912,PIT,152,93,58,N
1912,SLA,157,53,101,N
1912,SLN,153,63,90,N
1912,WS1,154,91,61,N
1913,BOS,151,79,71,N
1913,BRO,152,65,84,N
1913,BSN,154,69,82,N
1913,CHA,153,78,74,N
1913,CHN,155,88,65,N
1913,CIN,156,64,89,N
1913,CLE,155,86,66,N
1913,DET,153,66,87,N
1913,NY1,156,101,51,N
1913,NYA,153,57,94,N
1913,PHA,153,96,57,Y
1913,PHI,159,88,63,N
1913,PIT,155,78,71,N
1913,SLA,155,57,96,N
1913,SLN,153,51,99,N
1913,WS1,155,90,64,N
1914,BLF,160,84,70,
1914,BOS,159,91,62,N
1914,BRF,157,77,77,
1914,BRO,154,75,79,N
1914,BSN,158,94,59,Y
1914,BUF,155,80,71,
1914,CHA,157,70,84,N
1914,CHF,157,87,67,
1914,CHN,156,78,76,N
1914,CIN,157,60,94,N
1914,CLE,157,51,102,N
1914,DET,157,80,73,N
1914,IND,157,88,65,
1914,KCF,154,67,84,
1914,NY1,156,84,70,N
1914,NYA,157,70,84,N
1914,PHA,158,99,53,N
1914,PHI,154,74,80,N
1914,PIT,158,69,85,N
1914,PTF,154,64,86,
1914,SLA,159,71,82,N
1914,SLF,154,62,89,
1914,SLN,157,81,72,N
1914,WS1,158,81,73,N
1915,BLF,154,47,107,
1915,BOS,155,101,50,Y
1915,BRF,153,70,82,
1915,BRO,154,80,72,N
1915,BSN,157,83,69,N
1915,BUF,153,74,78,
1915,CHA,155,93,61,N
1915,CHF,155,86,66,
1915,CHN,156,73,80,N
1915,CIN,160,71,83,N
1915,CLE,154,57,95,N
1915,DET,156,100,54,N
1915,KCF,153,81,72,
1915,NEW,155,80,72,
1915,NY1,155,69,83,N
1915,NYA,154,69,83,N
1915,PHA,154,43,109,N
1915,PHI,153,90,62,N
1915,PIT,156,73,81,N
1915,PTF,156,86,67,
1915,SLA,159,63,91,N
1915,SLF,159,87,67,
1915,SLN,157,72,81,N
1915,WS1,155,85,68,N
1916,BOS,156,91,63,Y
1916,BRO,156,94,60,N
1916,BSN,158,89,63,N
1916,CHA,155,89,65,N
1916,CHN,156,67,86,N
1916,CIN,155,60,93,N
1916,CLE,157,77,77,N
1916,DET,155,87,67,N
1916,NY1,155,86,66,N
1916,NYA,156,80,74,N
1916,PHA,154,36,117,N
1916,PHI,154,91,62,N
1916,PIT,157,65,89,N
1916,SLA,158,79,75,N
1916,SLN,153,60,93,N
1916,WS1,159,76,77,N
1917,BOS,157,90,62,N
1917,BRO,156,70,81,N
1917,BSN,157,72,81,N
1917,CHA,156,100,54,Y
1917,CHN,157,74,80,N
1917,CIN,157,78,76,N
1917,CLE,156,88,66,N
1917,DET,154,78,75,N
1917,NY1,158,98,56,N
1917,NYA,155,71,82,N
1917,PHA,154,55,98,N
1917,PHI,154,87,65,N
1917,PIT,157,51,103,N
1917,SLA,155,57,97,N
1917,SLN,154,82,70,N
1917,WS1,157,74,79,N
1918,BOS,126,75,51,Y
1918,BRO,126,57,69,N
1918,BSN,124,53,71,N
1918,CHA,124,57,67,N
1918,CHN,131,84,45,N
1918,CIN,129,68,60,N
1918,CLE,129,73,54,N
1918,DET,128,55,71,N
1918,NY1,124,71,53,N
1918,NYA,126,60,63,N
1918,PHA,130,52,76,N
1918,PHI,125,55,68,N
1918,PIT,126,65,60,N
1918,SLA,123,58,64,N
1918,SLN,131,51,78,N
1918,WS1,130,72,56,N
1919,BOS,138,66,71,N
1919,BRO,141,69,71,N
1919,BSN,140,57,82,N
1919,CHA,140,88,52,N
1919,CHN,140,75,65,N
1919,CIN,140,96,44,Y
1919,CLE,139,84,55,N
1919,DET,140,80,60,N
1919,NY1,140,87,53,N
1919,NYA,141,80,59,N
1919,PHA,140,36,104,N
1919,PHI,138,47,90,N
1919,PIT,139,71,68,N
1919,SLA,140,67,72,N
1919,SLN,138,54,83,N
1919,WS1,142,56,84,N
1920,BOS,154,72,81,N
1920,BRO,155,93,61,N
1920,BSN,153,62,90,N
1920,CHA,154,96,58,N
1920,CHN,154,75,79,N
1920,CIN,154,82,71,N
1920,CLE,154,98,56,Y
1920,DET,155,61,93,N
1920,NY1,155,86,68,N
1920,NYA,154,95,59,N
1920,PHA,156,48,106,N
1920,PHI,153,62,91,N
1920,PIT,155,79,75,N
1920,SLA,154,76,77,N
1920,SLN,155,75,79,N
1920,WS1,153,68,84,N
1921,BOS,154,75,79,N
1921,BRO,152,77,75,N
1921,BSN,153,79,74,N
1921,CHA,154,62,92,N
1921,CHN,153,64,89,N
1921,CIN,153,70,83,N
1921,CLE,154,94,60,N
1921,DET,154,71,82,N
1921,NY1,153,94,59,Y
1921,NYA,153,98,55,N
1921,PHA,155,53,100,N
1921,PHI,154,51,103,N
1921,PIT,154,90,63,N
1921,SLA,154,81,73,N
1921,SLN,154,87,66,N
1921,WS1,154,80,73,N
1922,BOS,154,61,93,N
1922,BRO,155,76,78,N
1922,BSN,154,53,100,N
1922,CHA,155,77,77,N
1922,CHN,156,80,74,N
